SITE|STONE|INSCRIPTIO|DOUBTFUL|INCOMPLETE|CONDITION|LEGIBILITY|SECONDARY|ORIENTATIO|NO_LINES|POSITION1|POSITION2|POSITION3|POSITION4|POSITION|INCISION|TECHNIQUE|NAMES|LANGUAGE|LING_NOTES|CARVE_ERR|SCRIPT|LETTER_HEI|PALEO_NOTE|id
RHDDL|1|2|f|f|good|"Westwood, Macalister and Nash-Williams all agree on the reading.

Westwood/1876, 136, `The Roman letters are as sharp as if recently executed, as is also the case with the Oghams overlooked by Meyrick.''

Macalister/1945, 339, `all in good condition''."|f|verd|3|n/a|broad|n/a|undecorated|Nash-Williams/1950, 102, `The Latin inscription is in three lines reading vertically downwards'.|pocked|Macalister/1945, 339, `pocked'.|1|latin|"Westwood/1876, 137, `It is further noticeable that the first name properly ends in US, as the nominative case, with which also Filius in the second line agrees.''

Rhys discusses the inscription in terms of its metre (Rhys/1905, 87)."|0|rcaps||"Westwood/1879, 136, `the letters being debased Roman capitals of the type commonly found in Carmarthenshire, in which the S is carried below the line, the lower half of the letter being enlarged, and the G formed as a semicircle with an oblique dash at the bottom and without any cross-bar at the top.''

Macalister/1945, 339, `Roman capitals''.

Nash-Williams/1950, 102, `Roman capitals, neatly picked, with E-shaped F[6] (cf. No. 384).

`[6] The E-shaped F is a fairly common Roman and Early Christian form.  Cf. _RA_ 1896, pp. 345 (A.D. 393---Rome), 346 (544---Spain), 346 (_ante_ 700---Trier).  For early examples from N. Africa see _EFCC_, p. 48, et passim.  Cf. also No. 258 (front) below.''"|RHDDL/1/2
RIALT|1|1|f|t|good|"Okasha/1993, 222,`[the text] is complete and legible''.

Thomas/194, 268, 270, indicates some lettering missing at the top of the stone."|f|verd|2|n/a|broad|n/a|undecorated||pock|Macalister/1945, 455, `The inscription was pocked'.|1|latin||0|rcaps|100|"Thomas/1994, 269, `The letters are in confident capitals''.

Okasha/1993, 222, `Uses a predominantly capital script''."|RIALT/1/1
ROSCR|1|1|f|f|some|Macalister/1949, 103, `the AB is now injured by a fracture'. |f|horz|3|inc|broad|within quadrants|separated||inc||1|name||0|rbook|||ROSCR/1/1
ROSCR|2|1|f|f|inc||f|inc|2|inc|broad|inc|undecorated||inc||1|goide||0|rbook|||ROSCR/2/1
ROSSH|1|1|f|f|poor||f|horz|2|inc|broad|mixed|undecorated|Higgins/1987, 381: `...the inscription occupies only a small portion of one end of the stone'. |pocked|Higgins/1987, 381: `The letters are deeply cut by pocking with a small point and are squashed in close together'. |1|||n|rbook||Higgins/1987, 381: `The A and the E of the name MAELBRAN are joined. Like the Templemoyle old church inscription (no. 4) the inscription occupies only a small portion of one end of the stone'. |ROSSH/1/1
ROVMO|1|1|f|t|some|Macalister/1945, 122, `the top is fractured, carrying off a letter or two from the middle'.|f|vuad|1|n/a|arris|n/a|undecorated||inc||1|goide||0|ogham|||ROVMO/1/1
ROVMO|2|1|f|f|good|Macalister/1945, 123: `..perfectly clear'. |f|vruu|2|n/a|arris|n/a|undecorated||inc||1|goide||0|ogham|||ROVMO/2/1
ROVMO|3|1|f|t|some|Macalister/1945, 123, speaks of letters being carried away by a fracture.|f|vuad|1|n/a|arris|n/a|undecorated||inc||1|goide||0|ogham|||ROVMO/3/1
RUSHN|1|1|f|f|good|Macalister/1945, 480--481, `the scores...are in good condition...the reading is quite certain'.|f|vup|1|inc|arris|n/a|undecorated|Kermode/1907, 97, `The inscription, commencing at thirteen inches from the bottom, runs up the angle of the left edge of the stone and is continued round the top...thirteen and a half inches is left blank...due to the fact that the stone just at the blank space is capped by a tough piece of quartz'.|cut|Macalister/1945, 480, `the scores have been cut as with a knife'.|1|goide||0|ogham|50|Kermode/1907, 97, `The scores are about a quarter of an inch apart...and measure about two inches in length'.|RUSHN/1/1
RUSHN|2|1|f|f|some||f|vup|1|inc|arris|n/a|undecorated|The inscription runs up the angle of the right edge and then across the top of the stone before breaking off.|cut|Macalister/1945, 482, states that the stone is finely cut with a V-shaped section.|1|goide||0|ogham|50|Kneale/1887, 164, the scores forming the consonants for the most part are 2 inches in length...there are no traces of divisional points; but there are longer spaces between the words than between the letters'.|RUSHN/2/1
AGLIS|2|1|f|t|poor||f|ind|1|n/a|arris|inc|inc||cut|Macalister/1945, 138: `...inscription cut'.||goide||n|ogham|||AGLIS/2/1
AMORE|2|1|f|t|poor|Macalister/1945, 260: `Inscription imperfect at both ends...One vowel notch precedes the N: it is useless to guess what the complete name may have been. Owing to the stone having split along a cleavage-plane, the distal ends of all scores on the H-side have been lost'. |f|vind|1|n/a|arris|n/a|undecorated||inc||1|goide||n|ogham|||AMORE/2/1
ARFYN|1|1|f|f|good|White/1971--1972, 34: `the lettering is still relatively fresh'.|f|verd|1|inc|broad|n/a|undecorated||pocked|White/1971--1972, 34 `confidently pocked'.|1|name||0|rcaps|80|"White/1971--1972, 34: `...debased Roman capitals''. 
The inscription is in capitals. The oblique bar of the ''R'' appears to not join the upright, and the cross-bar of the ''A'' appears sloped upwards to the right. All the other letters appear standard."|ARFYN/1/1
BAKNK|2|1|f|f|some|Gippert/Web, Ogham 83: `In the first name, there is hardly space enough for Macalister's I. An -U- seems well conceivable instead. MAC MAIC is quite doubtful, BROCC even more so'. |f|vuad|1|n/a|arris|n/a|undecorated||incised|Macalister/1945, 86: `Inscription chiselled'. |1|goide||n|ogham|||BAKNK/2/1
BAKNK|3|1|f|f|poor||f|n/a|1|n/a|arris|n/a|undecorated||inc||1|goide||n|ogham|||BAKNK/3/1
BALBR|1|1|f|f|inc|Macalister/1949, 197: `the rubbing suggests an initial GG, the first G being damaged by a spall-fracture'.|f|vuad|1|n/a|arris|n/a|undecorated||inc||1|goide||n|ogham|||BALBR/1/1
BARM1|1|1|f|f|some||f|horz|3|n/a|broad|n/a|undecorated|Nash-Williams/1950, 167: `Latin inscription in three lines reading horizontally'.|inc|"ONeil/1932, 106: `The letters have been `cut'' as usual by hammering''.

Macalister/1945, 392: `pocked''.

Nash-Williams/1950, 167: `lightly cut''."|2|latin|"ONeil/1932, 107: `...the monument of a man and a woman, perhaps a brother and a sister, possibly twins, as in parallel cases of such pairs of names, without patronymics''. 

Macalister/1945, 392: `The stone commemorates Aeternus and Aeterna, presumably a brother and a sister, and most probably a pair of twins''. "|n|rcaps||"ONeil/1932, 106: `The letters...although straight-sided in intention, have no well-defined edges.  Their form, however, is absolutely certain.

`The inscription...shows for the most part good Roman letters with traces of degradation in only a few places.  The R''s have wedge-shaped downward stroke, the N''s are inclined to to be off the line of the other letters and to sprawl, and the T''s sometimes have a short upright not reaching far enough down.  The remainder of the letters are well formed, although the ligatures are not always correctly done at the joints...

`Of two Welsh inscribed stones now at the Ashmolean Museum, Oxford...one supplies an almost exact parallel for the degraded letters on the new stone...A new rubbing of this Oxford stone is given...and it will be seen at once that the word `Eterni'' on it has just the same T, R, N as the  Barmouth example, having in addition not such good E''s... 

`It will be seen from Fig. 3 that a fracture has, in addition to destroying the last stroke of the N in the first line, carried away any final letter which originally existed there.  At the end of the third line no fracture has occurred but the writer has been unable to discern any trace of a letter following the N.  Professor R. A. S. Macalister,  however, who has examined the stone and very kindly provided additional information, states that he reads the N in the first line as complete and in the space at the end of the third line ligatured to the N, and slightly less in height, an E.''

Macalister/1945, 392: `In the second name the ER (the E reversed) and the NE are ligatured...The use of the infrequent AE ligature on both these stones [BARM1/1 and BARM2/1] suggests that they  are the work of the same craftsman: we see it again in the next stone, which is from a neighbouring parish.''

Nash-Williams/1950, 167: `Roman capitals, lightly cut, with three ligatures, including one of four letters in l. 1.''"|BARM1/1/1
BCARE|1|1|f|f|good||f|vup|1|n/a|arris|n/a|undecorated||inc||1|name||n|ogham|||BCARE/1/1
BHILL|1|1|f|f|n/a||f|n/a|1|n/a|arris|n/a|undivided||inc|||ind||0|ogham|||BHILL/1/1
BODFD|1|1|f|f|||f|||||||||||||||||BODFD/1/1
BREAS|1|2|f|f|good|Macalister/1945, 14: `The writing on the dexter side of this part presents no difficulty'. |f|vup|1|n/a|arris|n/a|undecorated||inc.||1|goide||n|ogham|||BREAS/1/2
BURNF|1|1|f|f|inc||f|inc|1|n/a|arris|n/a|undecorated||inc||1|latin||0|ogham|||BURNF/1/1
CARHA|1|1|f|f|inc||f|inc|1|inc|arris|inc|inc||scored|Macalister/1945, 77, `inscribed in bold scores'. |1|name||0|ogham|||CARHA/1/1
CHEIL|1|1|f|f|inc||f|vup|2|inc|broad|inc|undecorated||inc|||latin||0|rbook||"Radford/1937b, cvi: `The letters are Roman with the O smaller than those on either side, a feature which begins in the 5th century in Gaul''.
 
Nash-Williams/1950, 59: `Roman capitals. The R had an open bow and short tail''. 
"|CHEIL/1/1
CLASH|1|1|f|f|n/a|Lacy et al/1983, 233:`An inscribed slab'|f|inc||n/a|head|inc|inc||inc|||unknw||n|inc|||CLASH/1/1
CLHEE|1|1|t|f|n/a||f|n/a||n/a|n/a|n/a|ind||inc|||ind||0|ogham|||CLHEE/1/1
CLMAC|83|1|f|t|some||f|horz|1|n/a|broad|above cross|undivided||inc|||goide||0|rbook||The inscription is in half-uncial. The R is minuscule and the M has a short stroke to the left from atop the first ascender.|CLMAC/83/1
CLMAC|252|1|f|f|||f|ind||inc|inc|inc|ind||inc||1|goide||0|rbook|||CLMAC/252/1
CLMAC|30|1|f|t|some|The surviving  inscription is clear, but damage to the stone has resulted in the loss of the end of the name.|f|horz|1|n/a|broad|below cross|separated|The inscription is below the cross, outside the margin.|inc||1|name||0|rbook||The inscription is in half-uncial; the letters are serifed; the A is in the `OC' form, and the ascenders of the N's extend significantly further than the curved strokes, almost giving the appearance of H's.|CLMAC/30/1
CLMAC|175|1|f|f|inc||f|ind|1|n/a|broad|beside cross|ind||inc|||ind||0|rbook|||CLMAC/175/1
CLMOR|2|1|t|f|inc||f|inc||inc|inc|inc|inc||inc|||inc||n|ogham|||CLMOR/2/1
CLMAC|249|1|f|f|good||f|othr|2|n/a|broad|above cross|other||inc||1|name||0|rbook|||CLMAC/249/1
CLMAC|31|1|f|f|some|The first letter is half lost, the rest of the inscription is clear.|f|horz|1|n/a|broad|below cross|separated|The inscription is below the cross and outside the margins.|inc||1|name||0|rbook||The inscription is in half-uncial with the `OC' form of A. The final L has a wedge-shaped finial.|CLMAC/31/1
CLMAC|25|1|f|f|good|The text is clear.|f|verd|2|n/a|broad|beside cross|separated|The inscription is in two lines on either side of the cross.|inc|Macalister/1909, 6, `this is a beautiful example of engraving'.|1|goide||0|rbook||The inscription is in half-uncial and the initial OR has a contraction mark over it. The R is majuscule; the D has an ascernder which bends to the left over the bow, and the ascender of the last U continues far below the curved stroke which joins it from the left.|CLMAC/25/1
CLMAC|26|1|f|t|poor|Macalister/1909, 6, speaks of the `three more letters now spalled away'.|f|horz|1|n/a|broad|within quadrants|separated|The inscription in placed within the upper two quadrants.|inc||1|name||0|rbook||The inscription is in half-uncial. Macalister/1949, Plate XII, shows the middle stroke of the E as not joined with the rest of the letter.|CLMAC/26/1
CRSER|1|1|f|t|poor|Power/etal/1992, 124, `Faint ogham inscription'. |f|vind|1|SE|arris|inc|undecorated||inc|||ind||0|ogham|||CRSER/1/1
CHUIS|1|1|f|f|some|OKelly/1959, 81, `The first words are certain in every detail, and though most of the scores of the final word are equally legible, this word, nevertheless, presents a problem'.|f|vuad|1|n/a|arris|beside cross|undivided|OSullivan/1996, 258, `an ogham inscription occupies both angles and the top of the slab'.|pocked|OKelly/1959, 81, refers to the `pocking out of scores'.|1|goide||2|ogham||"McManus/1991, 69, argues that the lapidary may have carved the consonant strokes on the wrong side of the stem-line.

OKelly/1959, 81, 83, 86, and McManus/1991, 69, also argue that the X-forfid and the vowel notches were confused by the lapidary."|CHUIS/1/1
CLMAC|8|1|f|f|some|The text as we have it is clear, although the flaking may have taken with it further letters of text.|f|verd|1|n/a|broad|n/a|undecorated||inc||1|name||0|rbook||The script is half-uncial. The D has an ascender bending to the left over an open heart-shaped bow; the E is three-pronged with an elongated middle stroke, and the I has an accent over it.|CLMAC/8/1
