SITE|STONE|INSCRIPTIO|READING|BY_WHOM|WHEN|TEXT|LING_NOTES|id
CRCOM|1|1|1|Macalister, R.A.S.|1945|TORAESCEUSASMAQIMUCOIMEUTINI||CRCOM/1/1-1
CRCOM|2|1|1|Macalister, R.A.S.|1945|CAGINADIMAQIVOBARACI||CRCOM/2/1-1
CREHS|1|1|1|Macalister, R.A.S.|1945|"VOCAGNI | MAQICUR[I]T"||CREHS/1/1-1
CRGHH|1|1|1|Macalister, R.A.S.,|1945|[--]||CRGHH/1/1-1
CRGUL|1|1|1|Macalister, R.A.S.|1945|"DOVETI[MA]Q[I]LOCARENAS | C[EL]IM[A]Q[I]CULID ||| OVI"||CRGUL/1/1-1
CRNLO|1|1|1|Macalister, R.A.S.|1945|SECIDARI||CRNLO/1/1-1
CRSER|1|1|1|Power D.|1992|--]AF[M!]OLA[--||CRSER/1/1-1
CSKEE|1|1|1|Macalister, R. A. S.|1945|"[COV]AGNIMAQ ||| I[MU ||| COI]LUG[UNI]"||CSKEE/1/1-1
CSKEE|1|1|2|McManus, D|1991|"COVAGN[I]MAQ ||| [IMU] ||| C[OI]LUG[U]N[I]"||CSKEE/1/1-2
CSKEE|1|1|3|Mac Neill, J.|1907|"CONNIMAQ ||| IMU ||| COILUGUNI"||CSKEE/1/1-3
CSKEE|1|1|4|Gippert, J.|1978|"COVAGNIMAQ[I] | [MUC]O[I] LUGUNI"||CSKEE/1/1-4
CSMO|1|1|1|Macalister, R.A.S.|1945|NETACARINETACAGI||CSMO/1/1-1
CSMO|1|1|2|Gippert/Web|1988|"[NE]TACARIN[E]TACA[M]I

"||CSMO/1/1-2
CSMO|1|1|3|Macalister, R.A.S.|1897|NETACARINETACAG[I/NI]||CSMO/1/1-3
CSTGR|1|1|1|Brindley|1993|[--]||CSTGR/1/1-1
CSTLD|1|1|1|Okasha, E.|1985|"[CIRV--V--NCIACIT] | CV[N]O[{M}]ORIFILIVS"||CSTLD/1/1-1
CSTLD|1|1|2|Macalister, R.A.S.|1945|"CIRVSINIVSHICIACIT | CVNO{M}ORIFILIVS"||CSTLD/1/1-2
CSTLD|1|1|3|Thomas/1994|1994|"{D}RVSTA/NVSHICIACIT | CVNO{M}ORIFILIVS"||CSTLD/1/1-3
CUBRT|1|1|1|Macalister, R.A.S.|1945|"CONETOC{I} | FILITEGERNO | M{A}L{I}"||CUBRT/1/1-1
CUBRT|1|1|2|Okasha, E.|1984|"CONET[O]C{I} | [F]ILITEGE[R]NO | M{A}L{I}"||CUBRT/1/1-2
CUBRT|1|1|3|Thomas, C.|1994|"CONETOC{I} | FILITEGERNO | M{A}L{I}"||CUBRT/1/1-3
CURMO|1|1|1|Macalister, R.A.S.|1945|ANMMAGANNMAQINUADAT||CURMO/1/1-1
CURMO|1|1|2|McManus, D.,|1991|ANMMAGANNMAQI[N]DA[D!]||CURMO/1/1-2
DEELI|1|1|1|Macalister, R.A.S.|1945|"[COLAB]OTMAQIMAQIRI ||| [T]E | [MAQIMU]COICORIBIRI"||DEELI/1/1-1
DEELI|1|1|2|McManus, D.|1991|"--]OTMAQIMAQIRI ||| TE[-- | ]COICORIBIRI"||DEELI/1/1-2
DEELI|1|1|3|Gippert, J.,|1997|"--]OTMAQIMAQIRI ||| T[E] | COICORIBI[I]"||DEELI/1/1-3
DEGAS|1|1|1|Macalister, R.A.S.|1945|ANMCRUNANMAQLUQIN||DEGAS/1/1-1
DELGA|1|1|1|Macalister, R.A.S.|1949|"O~R~DO | ANLUA[N] | OCUS | DUCON | BRAN | SAIR"||DELGA/1/1-1
DELGA|1|1|2|Stokes, M.|1871|"O~R~DO | DICU | OCUS | [...]O | DRAN | SAIR"||DELGA/1/1-2
DENAN|1|1|1|Macalister, R.A.S.|1945|"ANMLLATIGNIMAQM[I]N[E]RCM[UCOI] ||| Q[--]CI"||DENAN/1/1-1
DENAN|1|1|2|OSullivan, A.|1996|"ANML[L]AT[IG....]QM[...][R]C | [--]"||DENAN/1/1-2
DERIV|1|1|1|Macalister, R.A.S.|1945|"S[M][--]BNAGMA[Q]Q ||| I ||| ERCIA"||DERIV/1/1-1
DFYNG|1|1|1|Macalister, R.A.S.|1945|--][T][--][Q][--][D][--||DFYNG/1/1-1
DFYNG|1|1|2|Nash-Williams, V.E.|1950|n/a||DFYNG/1/1-2
DFYNG|1|2|1|Macalister, R.A.S.|1945|"RVGNIATIO | --]LIVENDONI"||DFYNG/1/2-1
DINGL|1|1|1|Macalister, R.A.S.|1945|--][E!]TORIGAS||DINGL/1/1-1
DKEAR|1|1|1|Macalister, R.A.S.|1945|TIDONN[A]MAQDOMNGINN||DKEAR/1/1-1
DKEAR|1|1|2|OSullivan, A.|1996|[TI]DONNAMAQDOMNG[.]NN||DKEAR/1/1-2
DLEEK|1|1|1|Macalister, R.A.S.|1949|O~R~DOSCANLAN||DLEEK/1/1-1
DNARD|1|1|1|Macalister, R.A.S.|1945|"IA[Q]INIKOI ||| MAQIMUC[--"||DNARD/1/1-1
DNARD|1|1|2|Gippert, J.|1988|IA[Q]INIKOI[--||DNARD/1/1-2
DNARD|1|1|3|Macalister, R.A.S.|1897|"IAQINIKOIMAQIMOB/U[COI]
"||DNARD/1/1-3
DNBUL|1|1|1|Macalister, R.A.S.|1945|DOCRANORI||DNBUL/1/1-1
DNMOR|1|1|1|Macalister, R.A.S.|1945|"NETTAVRECC ||| [KOI]MAQIMUCCOITRENALUGGO"||DNMOR/1/1-1
DNMOR|1|1|2|McManus, D.|1991|"NETTAVROICC||| [KOI]MAQIMUCCOITRENALUGGO"||DNMOR/1/1-2
DNMOR|1|1|3|McManus/1991|1991|"NETTAVROIC || [KOI]MAQIMUCCOITRENALUGGO"||DNMOR/1/1-3
DNWAY|1|1|1|McManus, D.|1991|MOESAC||DNWAY/1/1-1
DNWAY|2|1|1|McManus, D.|1991|MOUNIN||DNWAY/2/1-1
DNWAY|3|1|1|McManus, D.|1991|[A]DARUNM[A]CICOLAL[I]||DNWAY/3/1-1
DOOGH|1|1|1|Macalister, R.A.S.|1945|--][OVIMAQI][--||DOOGH/1/1-1
DOOGH|1|1|2|Rhys, J.|1897|[M][R][B][G][S][G][S]||DOOGH/1/1-2
DRCOM|1|1|1|Macalister, R.A.S.|1945|"DINEGLO | MAQIQETAIS"||DRCOM/1/1-1
DRLUS|1|1|1|Macalister, R.A.S.|1945|CATVVIRRMAQILUGUVVEC||DRLUS/1/1-1
DRLUS|1|1|2|McManus, D.|1991|||DRLUS/1/1-2
DRLUS|1|1|3|OSullivan, A.|1996|CATVVIRRMAQILUGUVVE[.]||DRLUS/1/1-3
DROMR|1|1|1|Macalister, R.A.S.|1945|"COLLABOTMUCOILUGA |  MAQILOBACCONA"||DROMR/1/1-1
DROMR|2|1|1|Macalister, R.A.S.|1945|"MEDUSIMACILU | MUCOILUGA"||DROMR/2/1-1
DROMR|3|1|1|Macalister, R.A.S.|1945|"CATTUVIR
"||DROMR/3/1-1
DROUK|1|1|1|Macalister, R.A.S.|1945|MO{GW}UNILOCIDMAQIALOTTO||DROUK/1/1-1
DROYN|1|1|1|Forsyth, K.,|1996|n/a||DROYN/1/1-1
DRUML|1|1|1|Macalister, R.A.S.|1945|"MANUMAGUNOGATIMOC ||| OI ||| MACORBO"||DRUML/1/1-1
DRUML|2|1|1|Macalister, R.A.S.|1945|"CALUNOVIC ||| [A]MAQ ||| IMUCOILIT[ENI]"||DRUML/2/1-1
DRUML|3|1|1|Macalister, R.A.S.|1945|"MAQIINI[--] ||| [MAQI ||| QE]TTEAS"||DRUML/3/1-1
DRUML|4|1|1|Macalister, R.A.S.|1945|"CUNALEGEAMAQIC ||| [--]SALARCELIAVI ||| QVECI"||DRUML/4/1-1
DRUML|5|1|1|Macalister, R.A.S.|1945|"BIGUMAQI ||| LAG[--"||DRUML/5/1-1
DRUML|6|1|1|Macalister, R.A.S.|1945|"BIRMAQIMUCOI ||| R ||| OTTAIS"||DRUML/6/1-1
DRUML|7|1|1|Macalister, R.A.S.|1945|"--]MAQINE ||| [TACUN] ||| AS"||DRUML/7/1-1
DRUML|8|1|1|Macalister, R.A.S.|1945|"DENAVEC ||| [AMU]COIMEDALO"||DRUML/8/1-1
DRUML|9|1|1|Macalister, R.A.S.|1945|BRO[INION]AS||DRUML/9/1-1
DRUML|10|1|1|Macalister, R.A.S.|1945|SOVALINI||DRUML/10/1-1
DRUML|10|2|1|Macalister, R.A.S.|1945|"DEAGO ||| SMA ||| QIMUCO[I][--]NAI"||DRUML/10/2-1
DRUMM|1|1|1|Macalister, R.A.S.|1945|CUNOVATO||DRUMM/1/1-1
DRUMM|1|1|2|Gippert, J.|1996|"C[UNA][.][ATO][--


"||DRUMM/1/1-2
DUNAD|1|1|1|Forsyth, K.,|1996|"[A!]S[D!][U!][--]V[A!][N!]A[D!][--][T!] | FI[N!]M[A]NA[C!]"||DUNAD/1/1-1
DUNAL|1|1|1|Macalister, R.A.S.|1945|BROCAGNIMAQIMU||DUNAL/1/1-1
DUNB|1|1|1|Macalister, R.A.S.|1945|BRAN[I]TTASM[A]QIDUCR[I]DDA||DUNB/1/1-1
DUNB|1|1|2|McManus, D.|1991|"BR[A]N[I]TT[A]SM[A]Q[I]D[U]C[RI]DDA
"||DUNB/1/1-2
DUNB|2|1|1|Macalister, R.A.S.|1945|NAVALLOAVVIGENITTAC[--||DUNB/2/1-1
DUNB|2|1|2|McManus/1991|1991|NAVVALL[O]AVVIGENITTAC[--||DUNB/2/1-2
DUNER|1|1|1|Petrie, G.|1878|"O~R~AR || SUIB[NE]"||DUNER/1/1-1
DUNER|1|1|2|Macalister, R.A.S.|1949|"O~R~A~R~ || SUIB[NE]"||DUNER/1/1-2
DUNER|2|1|1|Macalister, R.A.S.|1949|"M~ || [M~] | {A~} || {W~} | I~H~S~ || X~P~S~ | O~R~ || DOMAELPH[--"||DUNER/2/1-1
DUNGM|1|1|1|Macalister, R.A.S.|1945|OVOMAN[I]||DUNGM/1/1-1
DUPLN|1|1|1|Forsyth, K/|1996|"CUST[A/E]NTIN | FILIUSFIRCU | S[.]U[--] | [--] | [--] | [--]AM | [...][CD]EFG"||DUPLN/1/1-1
DUPLN|1|2|1|Forsyth, K.|1996|"[--] | [--] | [--] | [--]"||DUPLN/1/2-1
DUROW|1|1|1|Harbison, P.|1992|--]ODUBT[--||DUROW/1/1-1
DUROW|1|1|2|Macalister, R.A.S.|1949|[OROI]TDOT[IG][--||DUROW/1/1-2
DUROW|1|2|1|Macalister, R.A.S.|1949|"O~R~DOAED | OCUSDO | [B]ANGAD | AN[DORI]G | NIINCHROIS"||DUROW/1/2-1
DUROW|1|2|2|Harbison, P.|1992|"--]ORDOM | ARO | ERGU"||DUROW/1/2-2
DUROW|2|1|1|Macalister, R.A.S.|1949|"O~R~ || DOAIGIDIU"||DUROW/2/1-1
DUROW|3|1|1|Macalister, R.A.S.|1949|+O~R~DOCHATHALAN||DUROW/3/1-1
EGLWC|1|1|1|Romilly Allen, J.|1889|"AUCTORIA | FILIACUNIGNI"||EGLWC/1/1-1
EGLWC|1|1|2|Rhys, J.|1889|"AVITORIA | FILIACUNIGNI"||EGLWC/1/1-2
EGLWC|1|2|1|Rhys, J.|1889|"INIGINACUNIGNI ||| AVITTORIGES"||EGLWC/1/2-1
EGLWC|1|2|2|Macalister, R.A.S.|1921|"INIGENACUNIGNI ||| AVITTORIGES"||EGLWC/1/2-2
EGRMT|1|1|1|Romilly Allen, J.|1889|[C]ARANTACUS||EGRMT/1/1-1
EGRMT|1|1|2|Collier, C.|1889|NANIACUI||EGRMT/1/1-2
EGRMT|1|1|3|Macalister, R.A.S.|1945|CARANTACUS||EGRMT/1/1-3
EMLGE|1|1|1|Macalister, R.AS.|1945|"BRUSCCOSMAQQICALI ||| ACI[AS]M[AQQIMUCOI][--"||EMLGE/1/1-1
EMLGE|1|1|2|McManus, D.|1991|BRUSCOSMAQQICAL[I]AC[I]||EMLGE/1/1-2
EOGWL|1|1|1|Okasha, E.|1987|"CA[--]OCIFIL{I} | [..--]PLIC{I}"||EOGWL/1/1-1
EOGWL|1|1|2|Radford, R.|1969|"CAOCIFIL{I} | POPLIC{I}"||EOGWL/1/1-2
FARAN|1|1|1|Cuppage, J.|1986|[--]||FARAN/1/1-1
FARDL|1|1|1|Macalister, R.A.S.|1945|"SVAQQUC ||| I | MAQIQICI"||FARDL/1/1-1
FARDL|1|1|2|Okasha, E.|1987|"SAFAQQUC ||| I | MAQIQICI"||FARDL/1/1-2
FARDL|1|1|3|Thomas, C.|1994|"SVA{NN}UC ||| I | MAQI{R}I{N}I"||FARDL/1/1-3
FARDL|1|2|1|Macalister, R.A.S.|1945|"FANONI ||| MAQVIRINI"||FARDL/1/2-1
FARDL|1|2|2|Okasha, E.|1987|"FANONI ||| MAQVIRINI"||FARDL/1/2-2
FARDL|1|2|3|Thomas, C.|1994|"FANONI | MAQVIRINI"||FARDL/1/2-3
FARDL|1|3|1|Macalister, R.A.S.|1945|SAGRANVI||FARDL/1/3-1
FARDL|1|3|2|Okasha, E.|1987|G[.]G[R]A[H^N][N^V]I||FARDL/1/3-2
FARDL|1|3|3|Thomas, C.|1994|SAGRANVI||FARDL/1/3-3
FCHRW|1|1|1|Macalister, R.A.S.|1949|[N]EFROIHI||FCHRW/1/1-1
FCHRW|1|1|2|Nash-Williams, V.E.|1950|TE[F^S]ROIHI||FCHRW/1/1-2
FCHRW|1|1|4|Lhwyd, E.|1693|TEFROITI||FCHRW/1/1-4
FCHRW|1|1|5|Lhwyd, E.|1706|TEFROVTI||FCHRW/1/1-5
FCHRW|1|1|6|Rhys, J.|1877|[.ES]ROIHI||FCHRW/1/1-6
FESTG|1|1|1|Lhwyd, E.|1694|FERRVCI HIC IACIT||FESTG/1/1-1
FIDUP|1|1|1|Macalister, R.A.S.|1945|"DRUGNOMAQIMU ||| COI[--]NAMI"||FIDUP/1/1-1
FIDUP|1|1|2|Gippert/Web|1978|DRU[G][--||FIDUP/1/1-2
FINNE|1|1|1|Macalister, R.A.S.|1949|LIATACH||FINNE/1/1-1
FKWOO|1|1|1|Macalister, R.A.S.|1945|MAQIDECCEDDASAVITURANIAS||FKWOO/1/1-1
FORTW|1|1|1|Macalister, R.A.S.|1945|"ANMVEDLLOIGOIMACI ||| SE ||| DDOINI"||FORTW/1/1-1
FOXCA|1|1|1|Macalister, R.A.S.|1945|--]AVIDAIMAGNI||FOXCA/1/1-1
FUERT|1|1|1|Macalister, R.A.S.|1949|"O~R~ || ARMOR[--"||FUERT/1/1-1
FUERT|1|1|2|Petrie, G.|1865|"O~R~ || ARMOIL[--"||FUERT/1/1-2
FUERT|2|1|1|Macalister, R.A.S.|1949|"O~R~ARANMAINAID | AC{A}IN"||FUERT/2/1-1
FUERT|2|1|2|Petrie, G.|1865|"O~R~ARANMAINOID | ACAIN"||FUERT/2/1-2
GALPR|1|1|1|Macalister, R.A.S.|1949|"[DIAM] || R{A}N"||GALPR/1/1-1
GALPR|2|1|1|Macalister, R.A.S.|1949|"|| R{A}N"||GALPR/2/1-1
GALPR|3|1|1|Kendrick, T.D.|1935|"O~R~DO || BRALIN"||GALPR/3/1-1
GALPR|3|1|2|Macalister, R.A.S.|1949|"O~R~DO || BRAUN"||GALPR/3/1-2
GALPR|4|1|1|Macalister, R.A.S.|1949|BERRAN||GALPR/4/1-1
GALPR|5|1|1|Macalister, R.A.S.|1949|"ANLOC | GAESITA"||GALPR/5/1-1
GALPR|6|1|1|Macalister, R.A.S.|1949|ADRAIM||GALPR/6/1-1
GALPR|7|1|1|Macalister, R.A.S.|1949|"LECCOEM | GUSA"||GALPR/7/1-1
GALPR|8|1|1|Macalister, R.A.S.|1949|LECCU[R]NEN||GALPR/8/1-1
GALPR|9|1|1|Macalister, R.A.S.|1949|LECGURGEN||GALPR/9/1-1
GALPR|10|1|1|Macalister, R.A.S.|1949|--]CT[--||GALPR/10/1-1
GALPR|11|1|1|Macalister, R.A.S.|1949|"LENCM~ | NOTI"||GALPR/11/1-1
GALPR|12|1|1|Macalister, R.A.S.|1949|O~[--||GALPR/12/1-1
GALPR|13|1|1|Macalister, R.A.S.|1949|"+O~R~D[O][--]| LAN[--"||GALPR/13/1-1
GALPR|14|1|1|Macalister, R.A.S.|1949|--]A[M]ACCATHAIL||GALPR/14/1-1
GALPR|15|1|1|Macalister, R.A.S.|1949|"O~R~DODRAGUNURIA | CHATHA"||GALPR/15/1-1
GAMIL|1|1|1|Macalister, R.A.S.|1945|GOSOCTASMUCOIMACORBO||GAMIL/1/1-1
GAMIL|2|1|1|Macalister, R.A.S.|1945|MELAGIA||GAMIL/2/1-1
GARES|1|1|1|Macalister, R.A.S.|1945|"C[A]SSITT[A]SMAQ ||| IMUC ||| OICALLITI"||GARES/1/1-1
GARES|1|1|2|Gippert, J.|1987|"[CA]SSI[O]TTASM[AQ] ||| IM[UC ||| O]ICALLITI"||GARES/1/1-2
GEARS|1|1|1|McManus, D.|1991|BRANADDOVMAMAQIQOLIMUCOIDOVI[--||GEARS/1/1-1
GEARS|1|1|2|OSullivan, A.|1996|BRANADDOVMAMAQIQOLIMUCOIDOVI[V!--||GEARS/1/1-2
GIGHA|1|1|1|Forsyth, K.,|1996|VI[Q!][ULA]MAQ[U!][C!]O[M!]GI[N!][I]||GIGHA/1/1-1
GIGHA|2|1|1|Forsyth, K.,|1996|n/a||GIGHA/2/1-1
GLEBE|1|1|1|Macalister, R.A.S.|1945|"LI[T]UBIRIMAQI || [.]E[.]IA"||GLEBE/1/1-1
GLEBE|2|1|1|Macalister, R.A.S.|1945|LACAVAGNI[--||GLEBE/2/1-1
GLEBE|3|1|1|Macalister, R.A.S.|1945|VAITEVIA||GLEBE/3/1-1
GLEND|1|1|1|Macalister, R.A.S.|1949|"ORDO || CORPREMACCATH A~[W~]IHSXPS || AIL"||GLEND/1/1-1
GLEND|1|1|2|Petrie, G.|1830|"O~R~DO || CORPREMACCATH | NNT~ [..]C~I~D || AIL"||GLEND/1/1-2
GLEND|2|1|1|Macalister, R.A.S.|1949|"O~R~ || [D]OBRESAL | {A~}{W~} :I~H~S~: || XP~{S}"||GLEND/2/1-1
GLEND|3|1|1|Petrie, G.|1878|--]AIGEN||GLEND/3/1-1
GLEND|3|1|2|Petrie/1878|1878|--]AIGEN||GLEND/3/1-2
GLEND|4|1|1|Petrie, G.|1878|O~R~D~O[--]GEIL||GLEND/4/1-1
GLEND|5|1|1|Macalister, R.A.S.|1949|"O~R~DOMACC | CAIS[--"||GLEND/5/1-1
GLEND|5|1|2|Petrie, G.|1830|"O~R~DOMAC | COIS"||GLEND/5/1-2
GLEND|5|2|1|Macalister, R.A.S.|1949|"O~R~DODIAR | MAITT"||GLEND/5/2-1
GLEND|5|2|2|Petrie, G.|1830|"O~R~DODIAR | MAIT"||GLEND/5/2-2
GLEND|6|1|1|Macalister, R.A.S.|1949|"[--] | [--] | ANIMABUSOMNIUMFIDELIUM"||GLEND/6/1-1
GLEND|7|1|1|Macalister, R.A.S.|1949|"OROIT ||| AR | DIARMAIT"||GLEND/7/1-1
GLEND|8|1|1|Macalister, R.A.S.|1949|"O~R~DO[--] || [--]DO[MN]OGG"||GLEND/8/1-1
GLEND|9|1|1|Macalister, R.A.S.|1949|"OROIT || ARDOMNALL"||GLEND/9/1-1
GLEND|10|1|1|Macalister, R.A.S.|1949|--]B[--||GLEND/10/1-1
GLEND|11|1|1|Macalister, R.A.S.|1949|[--]||GLEND/11/1-1
GLEND|12|1|1|Macalister, R.A.S.|1949|"[{A}{W}]{*}:ORDOMUIRCHER[TAC] HUCHATHL[A][I][N] | OCUSDOGUT{N}OD{A}R:{A}{W}:I:DOTHIGERNAUFOG[ARTAIG]
"||GLEND/12/1-1
GLEND|13|1|1|Petrie, G.|1878|MUREDACH||GLEND/13/1-1
GLEWI|1|1|1|Macalister, R.A.S.|1945|COLOMAGN[A!][.]V[.]DUC[A!][R.]||GLEWI/1/1-1
GLEWI|1|1|2|McManus, D.|1991|COLOMAGN[..]V[.]D[--]||GLEWI/1/1-2
GLEWI|1|2|1|Macalister, R.A.S.|1945|B[RU]SC[.]M[.]QIDOVALESCI||GLEWI/1/2-1
GLEWI|1|2|2|McManus, D.|1991|BR[.]SC[--]DOVALESC[.]||GLEWI/1/2-2
GLEWI|2|1|1|Macalister, R.A.S.|1945|LODIM[O]NI||GLEWI/2/1-1
GLEWI|2|1|2|Gippert, J.|1978|L[A!]D[E!][..]NI||GLEWI/2/1-2
GLEWI|2|1|3|O'Kelly, M.J.|1945|LADIMANI||GLEWI/2/1-3
GLHAN|1|1|1|Macalister, R.A.S.|1945|LMCBDV||GLHAN/1/1-1
GLHAN|1|1|2|Beití O Tuama|1986|LBMCBDV||GLHAN/1/1-2
GLINS|1|1|1|Cuppage, J.|1986|[--]||GLINS/1/1-1
GLLOG|1|1|1|Macalister, R.A.S.|1945|"CUNAGUSSOS{U}MA[..] | [--Q--"||GLLOG/1/1-1
GLLOG|1|1|2|McManus, D.|1991|"CUNAGUSSOSMA[-- | --]"||GLLOG/1/1-2
GLLRS|1|1|1|Macalister, R.A.S.|1949|"COLUM | MACDINET"||GLLRS/1/1-1
GLNMO|1|1|1|Macalister, R.A.S.|1945|GANICCA||GLNMO/1/1-1
GLNMO|1|1|2|Cuppage, J.|1986|GANICCA||GLNMO/1/1-2
GLNMO|1|1|3|McManus, D.|1991|GANIC[CA]||GLNMO/1/1-3
GLOON|1|1|1|Macalister, R.A.S.|1949|"DUBL | ITIR"||GLOON/1/1-1
GLOON|2|1|1|Macalister, R.A.S.|1949|"MAEL | CHIAR | AIN"||GLOON/2/1-1
GLSHS|1|1|1|Power, D.|1994|[--]||GLSHS/1/1-1
GOLPI|1|1|1|Forsyth, K.,|1996|ALLHALLORREDDM[A!]QQN[I!]V[H!][R!][C!][-][R!]||GOLPI/1/1-1
GORGH|1|1|1|Macalister, R.A.S.|1945|"MAQQIDECEDDA | MAQQICATUV[!U][Q--]"||GORGH/1/1-1
GORGH|1|1|2|Cuppage, J.|1986|"MAQQIDECEDDA | MAQQICATUV[--"||GORGH/1/1-2
GOUR|1|1|1|Macalister, R.A.S.|1945|[CARI]||GOUR/1/1-1
GOUR|1|1|2|Power, D.|1985|[--]||GOUR/1/1-2
GOWRN|1|1|1|Macalister, R.A.S.|1945|"MAQIERAC[I]AS ||| [MA]QI | DIMAQ[A]MUC[OI][--"||GOWRN/1/1-1
GOWRN|1|1|2|McManus, D.|1991|"[MAQI]ERAC[IAS] ||| [MAQI] | D[I]M[A]Q[A]MUC[O--"||GOWRN/1/1-2
GOWRN|1|1|3|Gippert, J.|1997|"[I]ERAC[I][A]S[-- |||D[--]M[A][Q][A][M][U][C]O[--



"||GOWRN/1/1-3
GOWRN|1|1|4|Macalister/1897|1897|MAQIERCACIASMAQI[--]DIMAQAMUCOI||GOWRN/1/1-4
GRANG|1|1|1|Macalister, R.A.S.|1938|"--DI]MAQIMUCOI | IVODACCA"||GRANG/1/1-1
GRENL|1|1|1|Macalister, R.A.S.|1945|T[R]EN[UMA]QIMUCOIQRITTI||GRENL/1/1-1
GRENL|1|1|2|MacNeil, E.|1909|T[R]EN[OMA]QIMUCOIQRITTI||GRENL/1/1-2
GRENL|2|1|1|Macalister, R.A.S.|1945|CATTUBUTTASMA[Q--||GRENL/2/1-1
GRISL|1|1|1|Macalister, R. A. S.|1937|"LON[.]MI | [.]V[.]BARI"||GRISL/1/1-1
GRISL|1|1|2|Ziegler, S.|1994|"LONAMNI | AVIBARI"||GRISL/1/1-2
GRMGH|1|1|1|Macalister, R.A.S.|1945|[--]||GRMGH/1/1-1
GRTMA|1|1|1|Macalister, R.A.S.|1945|NOARRAMAQIVORUDRAN||GRTMA/1/1-1
GULV1|1|1|1|Macalister, R.A.S.|1945|"QVEN{A}T{A}VC{I}IC | DINVIFILIV{S}"||GULV1/1/1-1
GULV1|1|1|2|Okasha, E.|1984|"QVEN{A}T{A}VC{I}IC | DINVIFIL/IV{S}"||GULV1/1/1-2
GULV1|1|1|3|Thomas, C.|1994|"QVEN{A}T{A}VC{I}IC | DINVIFILIV{S}"||GULV1/1/1-3
GULV2|1|1|1|Okasha, E.|1985|"[--] | [--]"||GULV2/1/1-1
GULV2|1|1|2|Macalister, R.A.S.|1945|"VRI | VI"||GULV2/1/1-2
GULV2|1|1|3|Langdon, A.G.|1896|"VN | VI"||GULV2/1/1-3
GURAN|1|1|1|Macalister, R.A.S.|1945|"DUMELIMAQIGL ||| ASIC ||| ONAS | NIOTTACOBRAN ||| OR[--"||GURAN/1/1-1
GURAN|1|1|2|McManus, D.|1991|"DUMELIMAQIGL ||| ASIC ||| ONAS | NIOTTACOBRAN ||| [O]R[--"||GURAN/1/1-2
HAREI|1|1|1|Petrie, G.|1872|"O~R~AR | TUAT || H || CHAR | {A}N"||HAREI/1/1-1
HAREI|1|1|2|Macalister/1949|1949|"O~R~AR | TUATHCAR | A~N"||HAREI/1/1-2
HAYLE|1|1|1|Macalister, R.A.S.|1945|"HICIN | TVMVLO | REQVIEVIT | [--] | CVNAIDE | HIC[IN] | TVM/U/L/O | IAC/IT | VIXIT | ANNOS | XXXIII"||HAYLE/1/1-1
HAYLE|1|1|2|Okasha, E.|1986|[--]||HAYLE/1/1-2
HAYLE|1|1|3|Thomas, C.|1991|"HIC PA | CE[NVP..] | REQVIEVIT | CVNAIDE | HIC[IN] | TVM/VLO | IACIT | VIXIT | ANNOS | XXXIII"||HAYLE/1/1-3
HENEG|1|1|1|Nash-Williams, V.E.,|1950|"--][F]ILIVS:EV[-] | [-] | [-]NIMA:REQVIES[-- |--]E"||HENEG/1/1-1
HENEG|1|1|2|Macalister, R.A.S.,|1949|"--]FILIVS:EV[-- | --]NIMA:REQVIES[--"||HENEG/1/1-2
HENEG|1|1|3|Huebner, E.|1876|"--]ILIUS:CU[--] | [-]NIMA REQUICIT [--"||HENEG/1/1-3
HENEG|1|1|4|Westwood, J.O.,|1879|"[.]ILIUS CU[--] | [.]NIMA REQUIES"||HENEG/1/1-4
HENFN|1|1|1|Macalister, R.A.S.|1949|TIGE/IR[N--||HENFN/1/1-1
HENFN|1|1|2|Nash-Williams, V.E.|1950|TIG[EI]R[N--||HENFN/1/1-2
HENFN|1|1|3|Rhys, J.|1895|TIGEIR[N]||HENFN/1/1-3
HENLL|1|1|1|Wilkinson,G.|1871|"CM/ENVEND{A}N{I} | FILIB{A}RCUN{I}"||HENLL/1/1-1
HENLL|1|1|2|Rhys, J.|1874|"QUENVEND{A}N{I} | FILIB{A}RCUN{I}"||HENLL/1/1-2
HENLL|1|2|1|Macalister, R.A.S.|1922|--]NVENDANIM[--]B[-]R[--||HENLL/1/2-1
HIRWN|1|1|1|RCAHMW|1976|"ERECOR | MAGLORI | CVNIIAC | FICIT"||HIRWN/1/1-1
HLAND|1|1|1|Macalister, R.A.S.|1945|"SEDAN[IMAQQI ||| CAT]TABBOT ||| TAVVIDERCMASOC"||HLAND/1/1-1
HLAND|1|1|2|Gippert, J.|1997|"SEDAN[--] ||| [D!]ABBOT ||| TAVVIDE[RCMASOC"||HLAND/1/1-2
HLAND|1|1|3|McManus/1991|1991|SEDAN[--]TABBOTTAVVIDERCMASOC||HLAND/1/1-3
HTOWN|1|1|1|Macalister, R.A.S.|1945|[--]||HTOWN/1/1-1
ICLTA|1|1|1|Petrie, G.|1874|+ILADI~DECHENBOIR||ICLTA/1/1-1
ICLTA|1|1|2|Macalister, R.A.S.|1915|+ILADI~DECHENBOIR||ICLTA/1/1-2
ICLTA|2|1|1|Petrie, G.|1878|"O~R~DO ||| ARDSE[I--"||ICLTA/2/1-1
