SITE|STONE|DISC_CIRC|DISC_WHEN|DISC_WHO|SUBSQ_HIST|CURRENT_SE|CURRENT_LO|LOC_NOTES|MON_FORM|FORM_NOTES|COMPLETENE|PRESERVATI|PRESCONDNO|M_SOURCE|M_HEIGHT|M_HT_STATU|M_WIDTH|M_WDTH_STA|M_THICKNES|M_THCK_STA|I_SOURCE|I_HT_FEET|I_HT_INCHE|I_HT_STATU|I_WD_FEET|I_WD_INCHE|I_WDTH_STA|I_TH_FEET|I_TH_INCHE|I_THCK_STA|STONE_TYPE|NO_CARVED|DECOR_NOTE|VISITED|id
CATEM|1|arch excav|1986|P. Wallace et al|Wallace/Timoney/1987, 60, `Late in 1986 four more Early Christian slabs were discovered', including this one.|inc|museum|Wallace/Timoney/1987, 61, the photo of this slab is credited to the National Museum of Ireland. This is the only indicator of where the slab might now be.|ind|Wallace/Timoney/1987, 60, `Fragment of an inscribed slab'. |frgmntry|inc||Wallace/Timoney/1987|0.17|actual|0.26|actual|0.07|actual|converted|0|6.75|actual|0|10.25|actual|0|2.75|actual||0||f|CATEM/1
CBBRN|2|first mentioned|1869|G. Petrie|"Petrie/1872, 52, `Drawn by M[argaret] S[tokes] from rubbings taken by Kyran Molloy, in 1869''.

However, as Macalister/1949, 18, points out the drawings in Petrie/1872, Plate XLIII, are signed with Petrie''s monogram, indicating that he drew them.

Macalister/1949, 18, `My drawing was made in 1909: I revisited the site in 1942 to ckeck it, but was unable to find the stone''."|lost|lost|Macalister/1949, 18, records that he was unable to locate the stone, which he had previously viewed in 1909, when revisiting the site in 1942. |slbcr||incomplete|n/a||converted|0.58|actual|0.51|actual||n/a|Macalister/1945|1|11|actual|1|8|actual|0||n/a||1|Macalister/1949, 18: `...an equal-armed cross potent inside a circle charged with a step pattern'. |f|CBBRN/2
CBBRN|3|first mentioned|1869|G. Petrie|"Petrie/1872, 52, `Drawn by M[argaret] S[tokes] from rubbings taken by Kyran Molloy, in 1869''.

However, as Macalister/1949, 18, points out the drawings in Petrie/1872, Plate XLIII, are signed with Petrie''s monogram, indicating that he drew them.

Macalister/1949, 18, `The drawing CIIL I [Petrie/1872], fig. 110, is the only record of this stone, which is not now to be found''."|lost|lost||ind|Macalister/149, 18: `Corner of a slab'. |frgmntry|n/a||converted||n/a||n/a||n/a|Macalister/1949|||n/a|||n/a|||n/a||1|Macalister/1949, 18: `Corner of a slab bearing a square, within which was a kind of lobed pattern, quite impossible to restore satisfactorily: outside the margin of the square two illegible letters of an inscription'. |f|CBBRN/3
CBBRN|4|first mentioned|1869|G. Petrie|"Petrie/1872, 52, `Drawn by M[argaret] S[tokes] from rubbings taken by Kyran Molloy, in 1869''.

However, as Macalister/1949, 18, points out the drawings in Petrie/1872, Plate XLIII, are signed with Petrie''s monogram, indicating that he drew them.

Macalister/1949, 19, also states that `it is possible that this entry is to be deleted, being perhaps a mere duplication of No. 742 [from Clonmacnoise]''."|lost|lost||fragy|Macalister/1949: `Fragment bearing one arm of a three-line cross with a semi-circular looped expansion charged with a key-pattern device'. |frgmntry|n/a||converted||n/a||n/a||n/a|Macalister/1949|||n/a|||n/a|||n/a||1|Macalister/1949, 18--19: `Fragment bearing one arm of a three-line cross with a semi-circular looped expansion charged with a key-pattern device. Head of a worm (as in no. 742 at Clonmacnois) and the letters OD'. |f|CBBRN/4
CBRNW|1|first mentioned|1718|inc|"Macalister/1945, 311: `Formerly  on the farm of Ty''n Rossydd, whither it had been carried from a ruined and now apparently vanished structure called Capel Bronwen, in the parish of Llangwyllog.  There it served successively the purpose of a cattle rubbing-post, a gate-post, and a wood-chopping block, with very detrimental consequences for the inscriptions... Sometime before 1870 it was removed to Trescawen House, Llangwyllog, the residence of the proprietor of the site and now stands at the side of a wooded pathway in the demesne.''

Mechain/1718: found at ruin of Capel Bronwen.

Skinner/1802, 54, at Tyn Rhosydd, near Chwaen Ddu, Llantrisant.  Apex already broken away and two holes made for use as gate post.

Stanley/1870, 158, moved to Trescawen House some years before 1870.

Williams/1937b, cix: the general appearance of the stone today is much as it was in Skinner''s drawing (/1802, fig.41) `but the face has been further pitted and abraded since his drawing was made''.

Skinner''s drawing is reproduced by Wiliams (1937b, cx)

Some time after 1950 the stone was brought to Museum of Welsh Antiquities, Bangor, Gwynedd."|in display|museum|Museum of Welsh Antiquities, Bangor, Gwynedd.|pilsp|"Macalister/1945, 311: `It measures 4'' 7 1/2'" x 3'' 0'" x 0''9 1/4'": the breadth given is the maximum, at a height of about 8'" from the ground; it tapers slightly downward, and upward almost to a point.''"|incomplete|some|Nash-Williams/1950, 63: `two gate-hanger holes in the face and top partly fractured away'.|converted|1.47|visible|0.71|actual|0.23|actual|Nash-Williams|4|10|visible|2|4|actual||9|actual||0||f|CBRNW/1
CBURG|2|recognised|1875|Rev. G. Clark||unattch|museum||ind|Forsyth/1996. 213:`Since three of its sides at least, must have been visible, it might have lain horizontally as a cover, or stood vertically, either free-standing or as an end-slab  in a composite construction'. |frgmntry|some|Forsyth/1996, 213: `A triangular fragment of grey sandstone, carved with two incomplete lines of ogham'. |Forsyth/1996|0.3||0.19||0.65||converted|0|11.75||0|7.5||2|1.5|||0||f|CBURG/2
CBURG|3|non-arch dig|1903|inc||unattch|museum||ind|Forsyth/1996, 219: `A thin parallelogram-shaped fragment of sandstone, incised with three lines of ogham and otherwise undecorated'. |frgmntry|poor|Forsyth/1996. 219: `...so much of this slab has been lost that it is impossible to determine its original form or orientation'. |Forsyth/1996|0.44|actual|0.26|actual|0.5|actual|converted|1|5.25|actual|0|10.25|actual|1|7.75|actual||0||f|CBURG/3
CDWYR|1|recognised|1895|Miss Bowen Jones|"Laws/1895, 303 records that Miss Bowen Jones was the first to recognise an inscription on this stone, after the whitewash with which the stone was covered had faded. The stone was at Gwarmacwydd, near Llanfallteg, and it stood as a rubbing post `...in one of a series of park-like fields in front of Gwarmacwydd House''.

Rhys/1896, 108--110, records that the stone had originally stood at Castell Dwyran and had served as part of the churchyard fence by either a small gate or a stile, he also quotes a letter from the Rector of this church which states `that the stone stood in its place in the fence until 15 or 16 years ago, when the fence was partly rebuilt and repaired. This was three of four years after the restoration of the church in 1876. The stone was taken down and dragged to the side of a hedge close by ... and lay there until ... it was convenient to carry it to Gwamacwydd field''.

Anon/1922, 26b, records that Miss Bowen Jones gave the stone to the Carmarthenshire Museum on 18th September 1921.

The stone is still in the Museum."|in display|museum|The stone is now in the Carmarthenshire Museum.|pilsp|"Nash-Williams/1950, 1--7, `rough pillar stone''.

Laws/1895, 303, `becoming narrower at the top''.

"|complete|good|"Laws/1895, 303--304, `The stone, a water-worn boulder...and seems to have been weathered''.  He also records (p. 303) that the stone was used as a rubbing post, but this does not seem to have caused much damage.

"|converted|2.11|actual|0.61|actual|0.3|actual|Nash-Williams/1950|6|11|actual|2|0|actual|1|0|actual||1|"Nash-Williams/1950, 107, `an incised linear ring-cross''.

Macalister/1945, 342, `plain cross in a circle, flanked with two small dots of which the dexter one is worn''.

Thomas/1994, 82--83, argues that the cross was carved before the inscription, because the MO of memoria is slightly smaller so as not to overrun the ring of the cross."|f|CDWYR/1
CLMAC|1|first mentioned|1909|R.A.S. Macalister|First recorded in Macalister/1909, 1, and again as still on site in Macalister/1949, 43.|inc|on site||ind||frgmntry|poor||converted|0.15||0.11||0.03||Macalister/1949|0|6||0|4.5||0|1.25|||0||f|CLMAC/1
CLMAC|2|first mentioned|1909|R.A.S. Macalister|First recorded in Macalister/1909, 1, and again as still on site in Macalister/1949, 43.|inc|on site||ind||frgmntry|poor||converted|0.22|actual|0.13|actual|0.04|actual|Macalister/1949|0|8.5|actual|0|5|actual|0|1.5|actual||0||f|CLMAC/2
CFERT|2|first mentioned|1875|R.R. Brash|Higgins/1987, 338, records that the stone was first recorded by R.R. Brash in 1875, and that the stone `is now cemented onto the N. wall of the interior of the present church at Clonfert'.|in struct|on site|Higgins/1987, 338: `This slab is now cemented onto the N. wall of the interior of the present church at Clonfert, four and a half miles W. of Banagher'. |slbns|Higgins/1987, 338:`....it orginally had a regular , trapezoidal shape but it is now damaged, particularly in the upper right and lower left hand corners'. 'The stone is a bit damaged but not very weathered'. |incomplete|poor|Higgins/1987, 338:`....it originally had a regular, trapezoidal shape but it is now damaged, particularly in the upper right and lower left hand corners'.|Higgins/1987|0.84|actual|0.61|actual||n/a|Macalister/1949|2|9|actual|2|0|actual|||n/a||1|"Higgins/1987, 338: `It bears an elaborate, three-line Greek cross..The cross has a central roundel and four semi-circular, expansional terminals, all of which are decorated. The upper-most terminal bears a pair of conjoined spirals originating from a single stem, this design is repeated in the lower terminal. Those of the ends of the arms each have a meandering pattern and a row of small pellets. The central roundel bears a pattern based on a cruciform design, interlocking in the centre, the lines of which form an enclosing circle with an indentation at four points.
   A pair of parallel lines form a trapezoidal frame around the whole composition''.

"|f|CFERT/2
CHFLD|1|first mentioned|1908|Rev. R d'A Orpen|"The stone was first noted in Orpen/1908, 15, where it was said to be lying near the Smithy outside Lispole.

Cuppage/etal/1986, 254, states that the `stone has not been located''."|lost|lost|Cuppage/etal/1986, 254, states that the `stone has not been located'.|ind||n/a|n/a||Cuppage/etal/1986||n/a||n/a||n/a|converted|||n/a|||n/a|||n/a||0||f|CHFLD/1
