"SITE"|"NAME"|"CEL_NAME"|"PLACE"|"CEL_PLACE"|"PARISH"|"CEL_PARISH"|"COUNTY"|"CEL_COUNTY"|"COUNTRY"|"HEIGHTOD"|"SITE_TYPE"|"SITE_DESCR"|"SITE_HISTO"|"Site Address"|"grid"|"easting"|"northing"|"lat"|"lon"
"EGLWC"|"Eglwys Cymyn"|"Eglwys Cymyn"|"Eglwys Cymyn"|"Eglwys Cymyn"|"Eglwys Cymyn"|"Eglwys Cymyn"|"Carmarthenshire"|"Caerfyrddin"|"Wales"|NULL|"eccle"|"Romilly Allen/1889a, 96, 'Eglwys Cymmyn is one of those remarkable churches which are placed within an earthwork'.

Treherne/1889, 224, 'The church is situated on high ground some 500ft above the sea-level, and in a commanding position. It is rather more than two miles distant from the sea at Pendine...its is of very early date, and built in the centre of an extensive earthwork or rath, which forms the present churchyard, being raised some 5 or 6 ft above the level of the adjacent ground, and surrounded, as to a large part, by an earthen rampart.'

For a photo of the site see James/1992, 62-76."|"In Henry VIII's _Valor Ecclesiasticus_ the church is recorded as 'Eglus Kemen', while in the _Inquisitio post Mortem_ of the time of Edward II, the name is recorded as 'Eglus Kumin'. See Treherne/1889, 225, note 1.

The raised and rounded churchyard indicates an important early church site, see James/1992, 62-76."|NULL|NULL|NULL|NULL|NULL|NULL
"EGRMT"|"Egremont"|"Egremont"|"Egremont"|"Egremont"|"Egremont"|"Egremont"|"Carmarthenshire"|"Caerfyrddin"|"Wales"|NULL|"eccle"|"For a detailed map of Carmarthenshire with Egremont marked see Wyn Evans/1991, 240.

Romilly Allen/1889, 305, 'Egremont lies on the estern bank of the river [Cleddau], and is therefore in Carmarthenshire, but quite close to the borders of Pembrokeshire. The Church is near a farmhouse called Llandre, there being no village nor other houses. There is nothing remarkable about the church, which is of the usual type found in this part of Wales, having a nave and chancel with a small bell-gable at the west end.'"|"Nash-Williams/1950, 111, argues that the cross on the stone is a seventh-ninth century re-use of the stone, arguing for a continued Christian presence on or near the site until that period. For this also see Wyn Evans/1991, 245, and James/1997, 8.

James/1997, 23, sees this area as the 'heartland' of the kingdom of Dyfed in the fifth and sixth centuries.

Romilly Allen/1889, 305, argues that the church was built in the 13th century."|NULL|NULL|NULL|NULL|NULL|NULL
"EMLGE"|"Emlagh East"|"Imleach Dhun Sian"|"Emlagh East"|"Imleach Dhun Sian"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 172, `the shore of Trabeg (_Traigh bheag_, `the little  strand') and washed over by every tide'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"EOGWL"|"East Ogwell"|"inc"|"East Ogwell"|"inc"|"East Ogwell"|"inc"|"Devon"|"inc"|"England"|NULL|"eccle"|"Radford/1969, 79, suggested that the stone was placed in its present position last century. Nothing about the original location of the stone is known."|"Radford/1969. 79, `The south window of the chancel...is a plain lancet of the 13th century...There is little doubt that the oldest church of which remains can be identified was cruciform and of the mid-13th century'."|NULL|NULL|NULL|NULL|NULL|NULL
"FARAN"|"Farran"|"Fearann"|"Farran"|"Fearann"|"St John's Well"|"Tobar Eoin"|"Cork"|"inc"|"Ireland"|NULL|"other"|"Cuppage/etal/1986, 354, `the backyard of a dwelling-house on The Mall in Dingle town'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FARDL"|"Fardel"|"inc"|"Ivybridge"|"inc"|"Fardel"|"inc"|"Devon"|"inc"|"England"|NULL|"lands"|"Okasha/1993, 103, cites a description of the find spot of the stone as 'on the road passing a short distance perhaps a quarter of a mile from the Farmhouse of Fardel'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FCHRW"|"Cefn Gelli-gaer"|"Cefn Gelli-gaer"|"Fochriw"|"Fochriw"|"Gelli-gaer"|"Gelli-gaer"|"Glamorganshire"|"Sir Morgannwg"|"Wales"|NULL|"lands"|"Letter of Edward Lhwyd, 1693, published in Lhwyd/1848, 310, `Close under this stone, there's a small round trench, about 6 yards over; with a square area &c. within it'.

TS/1862, 134, `There is a kistvaen in this neighbourhood still in good preservation.  The kist measures four feet by two feet six inches.  The top stone measures six feet six inches by four feet ten inches.  This was opened by Lhuyd, and found to contain an urn with ashes of burnt bones, as appears from his additions to Camden's _Britannia_ (Gough's ed.) iii, 127._

Westwood/1879, 2--3, `On a mountain near Kevn Gelhi Gaer, not far from Caerphilly on the way to Marchnad y Wayn, stands a maen-hir with an inscription given by E. Lhwyd in Gibson's Camden, p. 616, and in Gough's Camden (ii. p. 498, and ed. alt. iii. p. 127), represented as it appeared in 1693, and as copied in my Plate. After leaving Merthyr Tydvil and passing through Dowlais two great ponds are arrived at, a little east of the third mile-stone from Merthyr Tydvil on the way to Abergavenny. The cart-road to Gelhi Gaer runs southward from this spot, passing to the east side of a farm about half a mile from the Abergavenny-road, then winds round another mountain to the south, with several small farm-houses on its eastern slope, into the valley, and the maen-hir is seen standing very conspicuously about a furlong to the west of the road, about three miles and a half from the Abergavenny-road ... 

`In the letters of E. Lhwyd, preserved in the Bodleian Library, Oxford, is one dated October 10, 1693, in which this inscription is copied, and it is further stated that `close under this stone there's a small round [represented as oval] trench about 6 yards over, with a square area, &c., within it. My thoughts are that in ye area in ye midst, a man lies buried ... 

`In Mr. Lukis's Memoir on the Cromlechs, &c., near Cardiff (Arch. Camb., 1875, p. 183), this maen-hir is mentioned as standing on the south edge of a small double circular embankment, or a circle within a circle, 33 feet in diameter'.

Macalister/1949, 153, `Certain cist graves in the neighbourhood (illustrated 1875, 1879) do not appear to have any essential connexion with the inscription.'

Fox/1939, 34--35, `This stone, with its defaced inscription, stands on the east side of Gelligaer Common above the valley of the Bargoed Rhymney at the head of which is the colliery village of Fochriw.  The long moorland ridge rises slowly and steadily northwards from Gelligaer village and reaches a well-defined summit at Carn Bugail (1,570 ft.) a little to the north-west of the stone.  Thereafter the ridge slowly rises again till it joins the main tableland of south Breconshire and north-west Monmouthshire.  Cairns and finds on the ridge are evidence of prehistoric occupation and indicate the use of a traffic way down its spine.  At its south end was the Roman fort of Gelligaer, on the outskirts of the present village, and the modern road northwards, _Heol Adam_, is thought to coincide in parts with the Roman route to a settlement at Penydarren, Merthyr Tydfil, which proceeds over the Beacons to the fort at Brecon.

`For some three miles up the spur, the metalled road keeps a direct course along the crest of the ridge and no doubt represents the approximate Roman line; the narrowing of the ridge at intervals, as near Tyla-glas Farm, precludes any great error.  North of B.M. 1255.2, this line coincides intermittently with several grass tracks, none of which shows any sign of Roman construction.  Beyond the Bedlinog-Fochriw road, the same alignment brings the road to the eastern side of the ridge, crossing the portion of the plateau on which the stone is standing and thereby avoiding the top of the Carn Bugail.  It is impossible without excavation to fix the exact course of the road at this point, but since the plateau on this side only extends laterally for 400--500 yards, we are justified in thinking that the stone stood in full view of, and probably close to, the Roman road.

`Approached from Gelligaer, the site is inconspicuous, but from the north the stone surprisingly appears on the skyline.  The position again has been carefully chosen on a slight shoulder and, I suggest, near the highest point traversed by the Roman road.  The inscription is on the north-east angle of the stone, and is designed therefore to be read from the eastern side.

`Former observers have recorded that this stone stands at the edge of a small enclosure, of which various plans have been given.  It consists to-day of a low earthen horseshoe-shaped bank, measuring 35 ft. in diameter overall, with the stone in the gap at its south-eastern base.  The material for the bank seems to have been partly dug from a small internal ditch, in which the pole in the photograph (Pl. I (b)) is set up.  The area so enclosed (16 ft. 9 in. in diameter) has been extensively dug over, no doubt by the same band of miners who are alleged to have mutilated the insc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FESTG"|"Neddau Gwyr Ardudwy"|"Neddau Gwyr Ardudwy"|"Neddau Gwyr Ardudwy"|"Neddau Gwyr Ardudwy"|"Ffestiniog"|"Ffestiniog"|"Merionethshire"|"Sir Meirionydd"|"Wales"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FIDUP"|"Fiddaun Upper"|"inc"|"Fiddaun Upper"|"inc"|"Gowran"|"inc"|"Kilkenny"|"inc"|"Ireland"|NULL|"lands"|"Gippert/Web, Ogham 31: `The stone stands in a field below a recently planted forest, high off the road'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FINNE"|"Finner Rath"|"inc"|"Finner Rath"|"inc"|"Tirhugh"|"inc"|"Down"|"inc"|"Ireland"|NULL|"settl"|"Macalister/1949, 120, `a hilltop enclosure known as Finner Rath.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FKWOO"|"Faunkill--and-the-Woods"|"inc"|"Faunkill--and-the-Woods"|"inc"|"Bear"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FORTW"|"Fortwilliam"|"inc"|"Fortwilliam"|"inc"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 134, `From a souterrain in a ringfort'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FOXCA"|"Fox's Castle"|"inc"|"Fox's Castle"|"inc"|"Decies without Drum"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 277, `Found in a souterain'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FRMSN"|"Formaston"|"inc"|"Formaston"|"inc"|"Aboyne"|"inc"|"Aberdeenshire"|"inc"|"Scotland"|NULL|"cemet"|"Forsyth/1996, 261: `...the former kirkyard of Formaston in the parish of Aboyne, Aberdeenshire'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"FUERT"|"Fuerty"|"Fuerty"|"Fuerty"|"Fuerty"|"Athlone"|"inc"|"Roscommon"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1949, 14,` ...the south side of the graveyard surrounding the old church of Fuerty, in a line with the west end of the nave'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GALPR"|"Gallen Priory"|"inc"|"Gallen Priory"|"inc"|"Garrycastle"|"inc"|"Offaly"|"inc"|"Ireland"|NULL|"eccle"|"Macalister/1949, 71, `ancient ecclesiastical foundation'.

Petrie/1872, 11, `A monastery was erected here by St. Canoc...we read of the Monastery having been burnt to the ground in the year 820...it was restored by a party from Wales, who afterwards founded a celebrated school...It was successively burnt, or spoiled, in the years 949, 1003, 1519, 1531, and 1548...The ruins of a fifteenth century church, with its flamboyant east window, are still standing in Sir Edmund Armstrong's demesne near the village of Ferbane, in the King's County, at a distance of about two hundred yards from wchih is a low grassy mound, probably the site of the original foundation'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GAMIL"|"Garranmillon"|"inc"|"Garranmillon"|"inc"|"Decies without Drum"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"lands"|"Mcalister/1945, 278, `the farm of Garranmillon, in the third field in the moorland, N.W. of the farmhouse'.  "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GARES"|"Garranes"|"inc"|"Garranes"|"inc"|"Kinalea"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 83--84, `On this townland there is an interesting group of earthworks...the present stone...appears to have come from a souterrain in the group'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GEARS"|"Gearha South"|"inc"|"Gearha South"|"inc"|"Dunkerron South"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"soutn"|"OSullivan/etal/1996, 232, `This souterrain...at a gravel ridge a short distance N of the confluence of the Blackwater and Derreendarragh rivers. It consisted of a stone-built passage roofed with slabs, and was destroyed during the quarrying'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GIGHA"|"Gigha"|"inc"|"Gigha"|"inc"|NULL|"inc"|"Argyll"|"inc"|"Scotland"|NULL|"eccle"|"Forsyth/1996, 288: `the ruined chapel of Kilchartan, on the island of Gigha'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLEBE"|"Glebe"|"inc"|"Glebe"|"inc"|"West Muskerry"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 129, `Three inscribed stones stand around a carn which is in a centre for pilgrimage and for the paying of rounds.  Lying on top of the mound is a stone with a basin-shaped hollow, around which are the supporting sticks of invalids, said to have been relieved here of their infirmities.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLEND"|"Glendaloch"|"Glendaloch"|"Glendaloch"|"Glendaloch"|"Ballinacor North"|"inc"|"Wexford"|"inc"|"Ireland"|NULL|"eccle"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLEWI"|"Glenawillin"|"inc"|"Glenawillin"|"inc"|"Barrymore"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 66, `A ring-fort on this townland contained two souterrains, opened in 1844 by Rev. J. Cotter and W. Hackett of Midleton ; in each of them was an Ogham-inscribed lintel.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLHAN"|"Caher Murphy"|"Cathair Mhurfaí"|"Glenfahan"|"Gleann Fán"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"settl"|"Macalister/1945, 176, `_Caher Murphy_, one of the large series of stone huts on the southern slope of Mount Eagle.'

Cuppage/etal/1986, 203--204, `This oval cashel (National Monument no. 156/1--5) is situated on the S slopes of Mount Eagle overlooking Dingle Bay.  Much of its interior is occupied by a group of 5 roughly circular, conjoined clochauns, and a 6th irregularly-shaped structure.  A souterrain passage extends from one of these huts to a chamber beneath the cashel wall.  The site has been considerably restored by the OPW, and, during restoration work in the 19th century, an elborate cross-slab was discovered;  this is now housed in the NMI.  A fragment of a rotary quern was also found lying loose within the chasel.'  Cuppage _et al._ then describe the cashel wall, the six internal structures and the souterrain in some detail."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLINS"|"Glin North/South"|"Na Gleannta"|"Glin North or South"|"inc"|"Dingle"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"ind"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLLOG"|"Glenaglogh"|"inc"|"Glenaglogh"|"inc"|"East Muskerry"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"other"|"Macalister/1945, 108, `Windele, and following him Brash, state that this monument formed part of a `stone circle'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLLRS"|"Gallerus Oratory"|"Sáipéilín Ghallarais"|"Gallarus"|"Gallaras"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"eccle"|"Cuppage/etal/1986, 286--289: `Gallarus Oratory/Sáipéilín Ghallarais is situated on the lower NW slopes of Lateevemore, overlooking the broad crescent of land that surrounds Smerwick Harbour.  It stands at the SE side of a large stone-walled enclosure, directly SW of a leacht-type feature at the head of which stands an Early Christian cross-slab with an inscription in half-uncial script.

`The enclosure measures c. 36m NE--SW x c. 44m NW--SE internally, but the W half of its outline is no longer traceable.  It may have originally been oval or sub-circular in plan.  The drystone enclosing wall stands to a maximum height of 1.3m and averages c. 1.3m in thickness but, though if preserves the line of the original wall, it may have undergone rebuilding and repair due to its maintenance as a field boundary and due to the use of its N section as a boundary between the townlands of Gallarus and Ballynana.  An internal dividing wall isolates the SE sector, containing the oratory, leacht and cross-slab, from the remainder.  This, too, was in use in the 19th century as a field boundary (2nd edition OS map).  The area to E of it is raised slightly above the remainder of the interior and the wall stands to a maximum height of .95m on its E side and 1.2m on its W side.  Access is now provided by a modern style at about its mid-point.  At the same point, a low footing projects .26m out from the E side of the wall, for a distance of about 1.8m.  The function of the short length of walling that extends W from the dividing wall is not clear.'

Cuppage et al then continue to describe the various elements of the site in some detail."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLNMO"|"Glanmore"|"An Gleann Mór"|"Glanmore"|"inc"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"modsc"|"Macalister/1945, 175, states that the stone was first noted in use as a lintel in a modern building. Nothing is known of its original location."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLOON"|"Galloon"|"inc"|"Galloon"|"inc"|"Clankelly"|"inc"|"Fermanagh"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1949, 122, `neglected graveyard...The graveyard is on a slope'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GLSHS"|"Glashaboy South"|"inc"|"Glashaboy South"|"inc"|"Barrymore"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"lands"|"Power/etal/1994, 63, `IN pasture, on E-facing slope'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GOLPI"|"Golspie"|"inc"|"Golspie"|"inc"|NULL|"inc"|"Sutherland"|"inc"|"Scotland"|NULL|"cemet"|"Forsyth/1996, 299:`The cros was certainly in Golspie churchyard in 1856'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GORGH"|"Gortnagullanagh"|"Gort Na gCuileannach"|"Gortnagullanagh"|"inc"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"settl"|"Cuppage/etal/1986, 226, `This site was marked on the first edition of the OS map as a circular ring of dots.  It is known locally as a fort and was identified by Hitchcock (1853, 401--3) as a rath.  The field in which it is located is named `Páirc an Leasa'.  A cross-inscribed ogham stone formerly acted as a lintel over the doorway to a D-shaped clochaun which stood within the enclosure...

`Ringfort: The site is severely disturbed and has been used as a quarry for road metal.  Its E half is now occupied by an amorphous group of pits and mounds, but a curving bank of earth and stone can be traced around the W half of the site.  The area covered by these features measures 23.5m N--S and 23m E--W.  Windele (1848, 468--70) was locally informed that the site had been used as a burial ground for children but not within living memory.  Some quartz stones scattered about the site today could have been introduced to mark burials.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GOUR"|"Gour"|"inc"|"Gour"|"inc"|"East Carbery"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 72, `The road preceeding westward from Castletown Berehaven curves round three sides of a marshy field on the left-hand side, just before it ascends a spur of the Slieve Miskish mountains, which here runs southward to the sea. In the middle of the field stands a slab'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GOWRN"|"Gowran"|"Gowran"|"Gowran"|"Gowran"|"Gowran"|"inc"|"Kilkenny"|"inc"|"Ireland"|NULL|"eccle"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GRANG"|"Grange"|"inc"|"Grange"|"inc"|"Decies within Drum"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1945, 265, `old cemetery'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"GRENL"|"Greenhill"|"inc"|"Greenhill"|"inc"|"Barretts"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 62: `a field not far from the ruin of Mourne Abbey'.

Power/etal/1997, 168, `7964... According to Grove White (1905--25, vol. 1. 327), in same field `about 200 yards to the south, in a gap, is a quantity of broken stones, some of which have some traces of Ogham marks', which now appear to have disappeared; Grove White (_ibid._) also noted `according to local belief, Ogham stones are buried in the vicinity of Greenhill'. Stone lies against field fence, protected by semicircular cattle grid; when this was laid down in 1985, short excavation by OPW revealeda recent shallow trench cut into much larger ditch possibly belonging to an ancient enclosure (pers. comm. C. Manning); marked curve in field fence might respect line of ancient enclosure of which there is no other visible surface trace.  Burnfort ogham stone (7956) found _c._ 900m to SE.

`7965... pasture, with extensive view to S... In Sept. 1985, cattle grid laid round the stone by OPW; short excavation of circular strip 1m wide with its inner edge 1m from centre of stone revealed nothing except N--S cultivation furrows and ploughmarks (pers. comm. C Manning).'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
